Source,Target,weight,URL,Discipline,PY,Tweet,Group
@AsiriFernandoLK,@alessionaval,1,https://www.altmetric.com/details/42213152,His,2015,10,non-publisher
@DzirhanDefence,@alessionaval,1,https://www.altmetric.com/details/42213152,His,2015,10,non-publisher
@JUMProgram,@alessionaval,1,https://www.altmetric.com/details/42213152,His,2015,10,non-publisher
@ycapsjapan,@alessionaval,1,https://www.altmetric.com/details/42213152,His,2015,10,non-publisher
@Kherubim2k,@alessionaval,1,https://www.altmetric.com/details/42213152,His,2015,10,non-publisher
@dailyquaker,@JonRKershner,1,https://www.altmetric.com/details/6794978,His,2015,3,non-publisher
@QuakerLiberty,@JonRKershner,1,https://www.altmetric.com/details/6794978,His,2015,3,non-publisher
@UnexpectedPdcst,@lke73_historian,1,https://www.altmetric.com/details/11955312,His,2016,2,non-publisher
@WHAPMac,@MatthewJBusch,1,https://www.altmetric.com/details/52436812,His,2016,4,non-publisher
@zacharyvirgin,@MatthewJBusch,1,https://www.altmetric.com/details/52436812,His,2016,4,non-publisher
@FunkyPlaid,@Prof_Murdoch,1,https://www.altmetric.com/details/15147347,His,2014,8,non-publisher
@BryPot,@ANU_Press,1,https://www.altmetric.com/details/24625184,His,2016,4,non-publisher
@LetterwriterMe,@NoahRiseman,1,https://www.altmetric.com/details/24625184,His,2016,4,non-publisher
@LeeHRLC,@NoahRiseman,1,https://www.altmetric.com/details/24625184,His,2016,4,non-publisher
@eleaud,@NoahRiseman,1,https://www.altmetric.com/details/24625184,His,2016,4,non-publisher
@jonminnick,@BiddleIan,1,https://www.altmetric.com/details/13058802,His,2017,4,non-publisher
@peter_g_knight,@gothamscholar,1,https://www.altmetric.com/details/21283486,His,2016,3,non-publisher
@ForCultures,@gothamscholar,1,https://www.altmetric.com/details/21283486,His,2016,3,non-publisher
@Mgamal64,@Ballandalus,1,https://www.altmetric.com/details/6798376,His,2014,4,non-publisher
@hacklib,@Ballandalus,1,https://www.altmetric.com/details/6798376,His,2014,4,non-publisher
@nicanorgv,@Ballandalus,1,https://www.altmetric.com/details/6798376,His,2014,4,non-publisher
@lutfiseyban,@Ballandalus,1,https://www.altmetric.com/details/6798376,His,2014,4,non-publisher
@MichaelDPress,@josefmeri,1,https://www.altmetric.com/details/16363139,His,2017,3,non-publisher
@SORAAADWorkshop,@josefmeri,1,https://www.altmetric.com/details/16363139,His,2017,3,non-publisher
@citizenjoesmith,@HakluytSociety,1,https://www.altmetric.com/details/8769290,His,2016,4,non-publisher
@johnmitchinson,@HakluytSociety,1,https://www.altmetric.com/details/8769290,His,2016,4,non-publisher
@HakluytSociety,@odinnmelsted,1,https://www.altmetric.com/details/8769290,His,2016,4,non-publisher
@ussporthistory,@EricAllenHall,1,https://www.altmetric.com/details/32523543,His,2014,3,non-publisher
@coenatolin,@ntjahj,1,https://www.altmetric.com/details/32963342,His,2015,3,non-publisher
@raulpacheco,@_luciamadrigal,1,https://www.altmetric.com/details/8522743,His,2016,4,non-publisher
@javierarnaut,@_luciamadrigal,1,https://www.altmetric.com/details/8522743,His,2016,4,non-publisher
@MexHistorian,@_luciamadrigal,1,https://www.altmetric.com/details/8522743,His,2016,4,non-publisher
@auroraggf,@_luciamadrigal,1,https://www.altmetric.com/details/8522743,His,2016,4,non-publisher
@Law_History,@nsmodernhist,1,https://www.altmetric.com/details/14193928,His,2017,3,non-publisher
@mondiesman,@mikeets14,1,https://www.altmetric.com/details/25174467,His,2016,3,non-publisher
@liamrulz,@mikeets14,1,https://www.altmetric.com/details/25174467,His,2016,3,non-publisher
@Dean_Byass,@jyamamo,1,https://www.altmetric.com/details/23591277,His,2017,3,non-publisher
@IainMacInnesUHI,@UHIHistory,1,https://www.altmetric.com/details/60065876,His,2016,3,non-publisher
@WorthingtonD,@UHIHistory,1,https://www.altmetric.com/details/60065876,His,2016,3,non-publisher
@mseraskier,@careygibby,1,https://www.altmetric.com/details/12387676,His,2016,2,non-publisher
@earlymodernjohn,@Laborie2014,1,https://www.altmetric.com/details/14352432,His,2017,3,non-publisher
@ihantola,@SimoMikkonen,1,https://www.altmetric.com/details/6797660,His,2016,4,non-publisher
@jacob_nordic,@SimoMikkonen,1,https://www.altmetric.com/details/6797660,His,2016,4,non-publisher
@mrodrivelasco,@LibrosMedieval,1,https://www.altmetric.com/details/6648644,His,2015,4,non-publisher
@carlos764671251,@LibrosMedieval,1,https://www.altmetric.com/details/6648644,His,2015,4,non-publisher
@drreznicek,@TimTimothy87,1,https://www.altmetric.com/details/12492206,His,2017,4,non-publisher
@FrankShovlin,@BAIrishStudies,1,https://www.altmetric.com/details/12492206,His,2017,4,non-publisher
@e_efacis,@BAIrishStudies,1,https://www.altmetric.com/details/12492206,His,2017,4,non-publisher
@urots427,@r_tkhsh,1,https://www.altmetric.com/details/32970710,His,2015,6,non-publisher
@res_australes,@Pete_Candy,1,https://www.altmetric.com/details/10300890,His,2017,3,non-publisher
@DrPatCullum,@Aelfgiva1,1,https://www.altmetric.com/details/26869914,His,2017,6,non-publisher
@MattLewisAuthor,@Aelfgiva1,1,https://www.altmetric.com/details/26869914,His,2017,6,non-publisher
@StoneLord1,@Aelfgiva1,1,https://www.altmetric.com/details/26869914,His,2017,6,non-publisher
@NRHodgson_Hist,@drkjlewis,1,https://www.altmetric.com/details/26869914,His,2017,6,non-publisher
@ProfTomMole,@ProfTomMole,2,https://www.altmetric.com/details/26977047,His,2017,8,non-publisher
@Psy_Historian,@dmorganowen,1,https://www.altmetric.com/details/29690233,His,2015,4,non-publisher
@DrBenWheatley,@dmorganowen,1,https://www.altmetric.com/details/29690233,His,2015,4,non-publisher
@JennyMacleod,@ChrisKempshall,1,https://www.altmetric.com/details/29690233,His,2015,4,non-publisher
@susanbactivist,@dnbrgr,1,https://www.altmetric.com/details/10688964,His,2014,4,non-publisher
@chitaskforce,@dnbrgr,1,https://www.altmetric.com/details/10688964,His,2014,4,non-publisher
@akeleven,@dnbrgr,1,https://www.altmetric.com/details/10688964,His,2014,4,non-publisher
@KidadaEWilliams,@dnbrgr,1,https://www.altmetric.com/details/10688964,His,2014,4,non-publisher
@ferli90,@OAPENbooks,1,https://www.altmetric.com/details/11891119,His,2016,2,non-publisher
@igallupd,@artemisdelphi16,1,https://www.altmetric.com/details/19761355,His,2015,4,non-publisher
@emilyjodell,@artemisdelphi16,1,https://www.altmetric.com/details/19761355,His,2015,4,non-publisher
@kulthist,@hannusalmi,1,https://www.altmetric.com/details/6795718,His,2016,4,non-publisher
@inge_seiding,@hannusalmi,1,https://www.altmetric.com/details/6795718,His,2016,4,non-publisher
@EHChalus,@hannusalmi,1,https://www.altmetric.com/details/6795718,His,2016,4,non-publisher
@Physiololgus,@amisamileandme,1,https://www.altmetric.com/details/21426006,His,2015,1,non-publisher
@sforrest,@mpitelka,1,https://www.altmetric.com/details/6798184,His,2016,4,non-publisher
@James_A_Benn,@mpitelka,1,https://www.altmetric.com/details/6798184,His,2016,4,non-publisher
@ProfZMR,@mpitelka,1,https://www.altmetric.com/details/6798184,His,2016,4,non-publisher
@ArtsinJapan,@mpitelka,1,https://www.altmetric.com/details/6798184,His,2016,4,non-publisher
@Scott_AW_Brown,@EULawPol57,1,https://www.altmetric.com/details/47640429,IR,2018,28,publisher
@ElgarPublishing,@ZEIBonn,1,https://www.altmetric.com/details/47640429,IR,2018,28,publisher
@serge_arno,@EULawPol57,1,https://www.altmetric.com/details/47640429,IR,2018,28,publisher
@CEUSGhent,@DianaPotjomkina,1,https://www.altmetric.com/details/47640429,IR,2018,28,publisher
@wgvoss,@Elgar_Libraries,1,https://www.altmetric.com/details/47640429,IR,2018,28,publisher
@clindsaystrath,@Elgar_SocPol,1,https://www.altmetric.com/details/46319710,IR,2018,13,publisher
@BenBooth157,@ElgarPublishing,1,https://www.altmetric.com/details/46319710,IR,2018,13,publisher
@KhaledM_60,@PrincetonUPress,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@MatthewCH89,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@JDumey,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@Andwar3,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@PhilTheofanos,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@dsdamato,@PrincetonUPress,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@MacLovin87,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@d0wdawd9ad,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@MissPolitikova,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@Mr_Tayelolu,@primalpoly,1,https://www.altmetric.com/details/32977568,Phil,2016,37,publisher
@MunchSybille,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@paucull,@elombardo12,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@WolfgangPetzold,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@bjoern_buss,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@EUGenDem,@elombardo12,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@ProfCRadaelli,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@FilipeEMF,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@xymenakurowska,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@janorbie,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@andrea_schapper,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@msbiankavida,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@academic_lounge,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@johanna_kantola,@elombardo12,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@UTAGender,@johanna_kantola,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@Elgar_Politics,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@EUGenDem,@johanna_kantola,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@MunchSybille,@elombardo12,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@AdamPolitics,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@AbellaLegal,@elombardo12,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@patrix_mx,@Elgar_Politics,2,https://www.altmetric.com/details/32110878,Poli,2018,25,publisher
@profparkinson,@mckayspencer,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@JeanPaulRGagnon,@mckayspencer,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@PSAdemocracy,@Edana_Beauvais,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@petermacleod,@mckayspencer,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@ANEWQ,@mckayspencer,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@DelibNet,@Edana_Beauvais,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@ANEWQ,@Edana_Beauvais,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@DemocracyNet_,@mckayspencer,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@Elgar_Libraries,@mckayspencer,2,https://www.altmetric.com/details/41374407,Poli,2018,12,publisher
@ElgarPublishing,@CIRSGUQ,2,https://www.altmetric.com/details/51410452,Poli,2018,8,publisher
@guqdean,@CIRSGUQ,2,https://www.altmetric.com/details/51410452,Poli,2018,8,publisher
@GUQatar,@CIRSGUQ,2,https://www.altmetric.com/details/51410452,Poli,2018,8,publisher
@KhaledM_60,@PrincetonUPress,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@MatthewCH89,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@JDumey,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@Andwar3,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@PhilTheofanos,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@dsdamato,@PrincetonUPress,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@MacLovin87,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@d0wdawd9ad,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@MissPolitikova,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@Mr_Tayelolu,@primalpoly,2,https://www.altmetric.com/details/32977568,Poli,2016,37,publisher
@PaulGowder,@sidney_b,2,https://www.altmetric.com/details/18325161,Poli,2015,5,non-publisher
@JustOKOnline,@sidney_b,2,https://www.altmetric.com/details/18325161,Poli,2015,5,non-publisher
@GenderWatch2016,@sidney_b,2,https://www.altmetric.com/details/18325161,Poli,2015,5,non-publisher
@carolineheldman,@sidney_b,2,https://www.altmetric.com/details/18325161,Poli,2015,5,non-publisher
@PeejLoewen,@EmmMacfarlane,2,https://www.altmetric.com/details/33305066,Poli,2017,4,non-publisher
@arundeepyeg,@EmmMacfarlane,2,https://www.altmetric.com/details/33305066,Poli,2017,4,non-publisher
@ThomasHall17,@EmmMacfarlane,2,https://www.altmetric.com/details/33305066,Poli,2017,4,non-publisher
@AHAAamericanart,@ucpress,1,https://www.altmetric.com/details/42487582,Sci,2017,8,non-publisher
@smonnat,@CaRDICornell,1,https://www.altmetric.com/details/8443059,Sci,2016,11,non-publisher
@MarkShucksmith,@CaRDICornell,2,https://www.altmetric.com/details/8443059,Sci,2016,11,non-publisher
@Jsipple,@CaRDICornell,1,https://www.altmetric.com/details/8443059,Sci,2016,11,non-publisher
@spchamp,@MathPaper,1,https://www.altmetric.com/details/5251680,Edu,2016,1,publisher
@PhilParramore,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@RussHogarth,@CCG_UK,2,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@CCG_NIG,@RussHogarth,2,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@craiglaverick,@CCG_UK,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@naomitimperley,@CCG_UK,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@Jayn_P,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@creativevox,@RussHogarth,3,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@UCLanEandD,@CCG_UK,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@MikeHynes5,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@KatharineJewitt,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@craiglaverick,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@NFHW1,@RussHogarth,10,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@CCG_UK,@RussHogarth,10,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@PaulineTraetto,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@UCLanEandD,@RussHogarth,6,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@NFHW1,@CCG_UK,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@MLeisureltd,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@DIMHN,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@DigiEnable,@RussHogarth,2,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@circlecounsell1,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@CWPstaff1,@RussHogarth,1,https://www.altmetric.com/details/6045155,Edu,2015,76,non-publisher
@thelewisbarlow,@r_groom,1,https://www.altmetric.com/details/15539930,Edu,2016,8,non-publisher
@MMU_MScEx_Sport,@r_groom,1,https://www.altmetric.com/details/15539930,Edu,2016,8,non-publisher
@obspascal,@John__Field,1,https://www.altmetric.com/details/8950063,Edu,2016,6,non-publisher
@nickkauf,@John__Field,1,https://www.altmetric.com/details/8950063,Edu,2016,6,non-publisher
@CharoRomano,@John__Field,1,https://www.altmetric.com/details/8950063,Edu,2016,6,non-publisher
@detectprst21,@SpringerJapan,1,https://www.altmetric.com/details/6019491,Econ,2015,5,publisher
@ftgURV,@EspaiGeo,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@Resurgence_mag,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@pavelporosoff,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@SusEnv_H15,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@Swati_Sanyal_T,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@Environment_Art,@Environment_Art,2,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@EcoArtGallery,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@wisdomelover,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@LuiADellAquila,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@St_Ouennais,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@DeptGeografiaUB,@EspaiGeo,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@Springernomics,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@dawnbazely,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@curujard,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@Environment_EU,@Environment_Art,7,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@ecoforestry,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@juskalingcas191,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@Environment_Art,@ISEEORG,2,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@akg78001,@ISEEORG,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@GECoalition,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@SpringerEnviro,@Environment_Art,2,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@GitobuKIBITI,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@schellhor,@Environment_Art,1,https://www.altmetric.com/details/8375434,Econ,2017,55,publisher
@chenx064,@PalgraveEcon,2,https://www.altmetric.com/details/27205164,Econ,2017,9,publisher
@cryptovalueast,@PalgraveEcon,1,https://www.altmetric.com/details/27205164,Econ,2017,9,publisher
@dfcowan,@PalgraveEcon,1,https://www.altmetric.com/details/6753131,Econ,2016,8,publisher
@PalgraveEcon,@HSRMI,1,https://www.altmetric.com/details/6753131,Econ,2016,8,publisher
@Noor_Masood,@WBPubs,1,https://www.altmetric.com/details/2553672,Econ,2014,17,publisher
@ArchieWSimpson2,@SmallStatesQM,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@GabrielBerrios_,@SmallStatesQM,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@olga_jurasz,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@OUCitizenGovern,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@h1llz,@SmallStatesQM,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@LAWesemann,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@OU_Law,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@Chris_JMonaghan,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@susie_alegre,@SmallStatesQM,2,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@MarjanAjevski,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@TheOneAW,@island_rights,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@susie_alegre,@island_rights,2,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@WebPresenceIOM,@island_rights,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@JujaChak,@RhonsonS,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@sarinatheys,@SmallStatesQM,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@ManxRepublic,@island_rights,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@edge_law,@island_rights,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@RhonsonS,@SmallStatesQM,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@ManxFreeState,@island_rights,1,https://www.altmetric.com/details/33462573,Econ,2018,28,publisher
@JRKleemann,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@H2020Fires,@mwjlsanders,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@davidcantarero,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@netievalage,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@JulKlee,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@SpringerLaw,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@Rosenchild,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@SpringerEthics,@Springernomics,2,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@LibraryZNTU,@Springernomics,1,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@H2020Fires,@Springernomics,2,https://www.altmetric.com/details/20156953,Econ,2017,16,publisher
@manolosesmero,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@tkila29,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@Koucoutsi,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@TheSon_ofMan,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@giannmav,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@nmonama,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@steliosminovg,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@annmoens2,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
@GMeledandri,@CambUP_Econ,1,https://www.altmetric.com/details/4641241,Econ,2016,19,publisher
