Source,Target,weight,URL,Discipline,PY,Tweet,Group
@Elgar_Law,@Elgar_Environ,1,https://www.altmetric.com/details/18333650,Law,2015,5,Publisher
@BenBooth157,@Elgar_Environ,2,https://www.altmetric.com/details/18333650,Law,2015,5,Publisher
@ClassicsOlivar,@CambUP_Classics,1,https://www.altmetric.com/details/4638025,Law,2015,10,Publisher
@StairSociety,@ArsScripta,1,https://www.altmetric.com/details/4638025,Law,2015,10,Publisher
@JoaquimPinheiro,@CambUP_Classics,1,https://www.altmetric.com/details/4638025,Law,2015,10,Publisher
@CentreLegalHist,@ArsScripta,1,https://www.altmetric.com/details/4638025,Law,2015,10,Publisher
@MonicaCBell,@NEInnocence,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@danielmedwed,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@mjsharafi,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@danielmedwed,@NEInnocence,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@thisisrobsmith,@SharissaJones,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@danielmedwed,@SharissaJones,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@JeannieSuk,@danielmedwed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@Uwiller,@CUP_Law,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@danielmedwed,@PLSMA,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@phillipWGBH,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@thisisrobsmith,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@NUSL,@NEInnocence,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@brandonlgarrett,@danielmedwed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@SharissaJones,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@CUP_Law,@danielmedwed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@libby_adler,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@LindaPolach,@AzizaAhmed,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@strongerbetter2,@SharissaJones,1,https://www.altmetric.com/details/13202165,Law,2017,26,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@AEL_DeanR,@GriffCrimInst,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@Elgar_Law,@Iram_EEP,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@ACJS_VS,@Elgar_Law,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@IzakDepaz,@Iram_EEP,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@BenBooth157,@Iram_EEP,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/42972661,Law,2018,11,Publisher
@SHAFRhistorians,@PalgraveHistory,1,https://www.altmetric.com/details/32117857,Law,2018,2,Publisher
@BenBooth157,@Elgar_Law,3,https://www.altmetric.com/details/12706801,Law,2015,10,Publisher
@Elgar_Libraries,@Elgar_Law,1,https://www.altmetric.com/details/12706801,Law,2015,10,Publisher
@DrRimmer,@Elgar_Law,1,https://www.altmetric.com/details/12706801,Law,2015,10,Publisher
@Patent_byt,@Elgar_Law,1,https://www.altmetric.com/details/12706801,Law,2015,10,Publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/12706801,Law,2015,10,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12706923,Law,2015,3,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/12706923,Law,2015,3,Publisher
@Elgar_Law,@TimWilliamsPub,1,https://www.altmetric.com/details/12705922,Law,2014,2,Publisher
@SusEnv_H15,@Springer_Shop,1,https://www.altmetric.com/details/35919611,Law,2016,2,Publisher
@maxmhouck,@ELSforensics,2,https://www.altmetric.com/details/9953988,Law,2016,13,Publisher
@Luna_chick1222,@ELSforensics,1,https://www.altmetric.com/details/9953988,Law,2016,13,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/40853193,Law,2018,4,Publisher
@Iram_EEP,@Elgar_Law,1,https://www.altmetric.com/details/40853193,Law,2018,4,Publisher
@DrRimmer,@Elgar_Law,1,https://www.altmetric.com/details/40853193,Law,2018,4,Publisher
@StephanieLahey,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@ChloeHJABell,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@dougcoulson,@maksdelmar,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@sorourke_,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@edostoppioni,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@CUP_Law,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@DrJessieHohmann,@maksdelmar,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@StephanieLahey,@maksdelmar,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@ahmedadam4sudan,@CUP_Law,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@dmacdonald141,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@michaelpforan,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@ClaireDantin,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@DerHutte,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@SententiaePauli,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@GentianZyberi,@CUP_Law,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@edostoppioni,@maksdelmar,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@JCFisher_UTokyo,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@DrJessieHohmann,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@booksoflaw,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@marioricciard18,@ProfKAArmstrong,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@Kazuharu79,@CUP_Law,1,https://www.altmetric.com/details/30350868,Law,2017,25,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12717566,Law,2014,13,Publisher
@GDomenechP,@Elgar_Law,1,https://www.altmetric.com/details/12717566,Law,2014,13,Publisher
@hegelisabeth,@Elgar_Law,1,https://www.altmetric.com/details/12717566,Law,2014,13,Publisher
@GentianZyberi,@Elgar_Law,1,https://www.altmetric.com/details/12717566,Law,2014,13,Publisher
@LyoLouisJacques,@Elgar_Law,1,https://www.altmetric.com/details/12717566,Law,2014,13,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/12717566,Law,2014,13,Publisher
@theNASciences,@theNASEM,1,https://www.altmetric.com/details/6146889,Law,2016,8,Publisher
@MBobiasBacher,@theNASEM,1,https://www.altmetric.com/details/6146889,Law,2016,8,Publisher
@peterkz_swe,@Dirk_Lew,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@ImageSnippets,@Dirk_Lew,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@MiquelP,@RosariaTaddeo,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@SpringerCrim,@UCalgaryLaw,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@RevealEU,@AlexandraQu,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@kwi,@RosariaTaddeo,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@PekkaSavola,@RosariaTaddeo,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@Floridi,@RosariaTaddeo,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@ITLawDigest1,@AlexandraQu,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@TechJust,@AlexandraQu,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@Floridi,@SpringerPhil,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@sakj,@juttahaider,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@Philipp_Mayr,@Dirk_Lew,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@lawprofblawg,@UCalgaryLaw,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@librarianchimp,@SpringerPhil,1,https://www.altmetric.com/details/14771026,Law,2017,22,Publisher
@BenBooth157,@Elgar_Environ,2,https://www.altmetric.com/details/12613819,Law,2016,4,Publisher
@mikecreek6,@CUP_Law,1,https://www.altmetric.com/details/28550623,Law,2018,10,Publisher
@amayajulian2,@CUP_Law,1,https://www.altmetric.com/details/28550623,Law,2018,10,Publisher
@ADRIANSYSNET,@CUP_Law,2,https://www.altmetric.com/details/28550623,Law,2018,10,Publisher
@c_naegele,@CUP_Law,1,https://www.altmetric.com/details/28550623,Law,2018,10,Publisher
@Dj_TopSecret,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@Elgar_Libraries,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@Maria_GlezF,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@QMJIP,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@NesrinAkinSunay,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@anagabrielaledo,@Elgar_Law,1,https://www.altmetric.com/details/16212270,Law,2014,9,Publisher
@BlackwellsMcr,@RoutledgeLaw,1,https://www.altmetric.com/details/8610237,Law,2016,5,Publisher
@SteffieSchulte,@KateOwens79,1,https://www.altmetric.com/details/13297841,Law,2017,8,Publisher
@PrivateWaterLaw,@KateOwens79,1,https://www.altmetric.com/details/13297841,Law,2017,8,Publisher
@LYButterly,@KateOwens79,1,https://www.altmetric.com/details/13297841,Law,2017,8,Publisher
@TPaloniitty,@KateOwens79,1,https://www.altmetric.com/details/13297841,Law,2017,8,Publisher
@mscole18,@KateOwens79,1,https://www.altmetric.com/details/13297841,Law,2017,8,Publisher
@Elgar_Economics,@sbc111,1,https://www.altmetric.com/details/20232031,Law,2015,4,Publisher
@quotedian,@sbc111,1,https://www.altmetric.com/details/20232031,Law,2015,4,Publisher
@Routledge_Econ,@TandF_Australia,1,https://www.altmetric.com/details/6796493,Law,2016,8,Publisher
@SaKLIsu,@TandF_Australia,1,https://www.altmetric.com/details/6796493,Law,2016,8,Publisher
@RoutledgeLaw,@TandF_Australia,1,https://www.altmetric.com/details/6796493,Law,2016,8,Publisher
@proflaweditor,@TandF_Australia,1,https://www.altmetric.com/details/6796493,Law,2016,8,Publisher
@Okan_Duru,@TandF_Australia,1,https://www.altmetric.com/details/6796493,Law,2016,8,Publisher
@mjarlec,@sevslv,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@VOosterveld,@MMeisenberg,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@benzen123,@MMeisenberg,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@crippamatt,@MMeisenberg,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@sevslv,@MMeisenberg,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@TMCAsser,@MMeisenberg,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@NoelleQuenivet1,@MMeisenberg,1,https://www.altmetric.com/details/5302648,Law,2016,13,Publisher
@jamespcullen,@Elgar_Law,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@DrRimmer,@Elgar_Law,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@freeprometeo,@hnabilou,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@AnnaHLPDonovan,@Elgar_Law,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@Elgar_Law,@hnabilou,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@ecurtin,@Elgar_Law,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/42408822,Law,2018,26,Publisher
@J0hnSer,@SpringerEthics,1,https://www.altmetric.com/details/21876772,Law,2017,8,Publisher
@SpringerPhil,@SpringerEthics,2,https://www.altmetric.com/details/21876772,Law,2017,8,Publisher
@moedentrotseren,@SpringerEthics,1,https://www.altmetric.com/details/21876772,Law,2017,8,Publisher
@SpringerEthics,@SpringerLaw,1,https://www.altmetric.com/details/15542949,Law,2014,2,Publisher
@BenBooth157,@BenBooth157,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@MDoelle,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@Elgar_Environ,@Elgar_Environ,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@nclliblaw,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@RavikanthBS,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@Elgar_Environ,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@BenBooth157,@Elgar_Environ,3,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@SchulichLaw,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/12613953,Law,2016,18,Publisher
@Simacoder,@SpringerPhil,1,https://www.altmetric.com/details/10092165,Law,2016,5,Publisher
@radehm,@SpringerPhil,1,https://www.altmetric.com/details/10092165,Law,2016,5,Publisher
@emoustai,@SpringerEthics,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@IoannaTourkocho,@SpringerEthics,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@CosmoShiden,@womendophilos,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@TheBJPS,@SpringerPhil,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@VanessaMiller_,@womendophilos,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@S_Olsena,@SpringerEthics,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@jreyesbarros,@SpringerEthics,1,https://www.altmetric.com/details/21836190,Law,2017,13,Publisher
@WarrCriminology,@palgravecrim,1,https://www.altmetric.com/details/25269853,Law,2017,2,Publisher
@DavidBruno_ca,@SecureSwissData,1,https://www.altmetric.com/details/19761952,Law,2017,7,Publisher
@RoughlySpeaking,@UMDLawLibrary,1,https://www.altmetric.com/details/19761952,Law,2017,7,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12706888,Law,2015,3,Publisher
@DrRimmer,@Elgar_Law,1,https://www.altmetric.com/details/12706888,Law,2015,3,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/12711087,Law,2014,2,Publisher
@SarahLucyCoope1,@RoutledgeLaw,1,https://www.altmetric.com/details/24615062,Law,2017,13,Publisher
@BCU_Law,@RoutledgeLaw,1,https://www.altmetric.com/details/24615062,Law,2017,13,Publisher
@TerryMichael8,@HajilariAnna,1,https://www.altmetric.com/details/24615062,Law,2017,13,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12708916,Law,2015,3,Publisher
@simonmckay,@RoutledgeLaw,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@ADRIANSYSNET,@RoutledgeLaw,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@5thCircAppeals,@EllieMargolis,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@EllieMargolis,@TimberlakeLaw,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@TempleLRW,@EllieMargolis,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@RachelGurvich,@TimberlakeLaw,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@EmilKiehne,@EllieMargolis,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@katrinajunelee,@EllieMargolis,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@RachelGurvich,@EllieMargolis,1,https://www.altmetric.com/details/23363755,Law,2018,15,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/46732994,Law,2018,7,Publisher
@KentLawSchool,@Elgar_Law,1,https://www.altmetric.com/details/46732994,Law,2018,7,Publisher
@Iram_EEP,@Elgar_Law,1,https://www.altmetric.com/details/46732994,Law,2018,7,Publisher
@Pau1Da1e,@Elgar_Law,1,https://www.altmetric.com/details/46732994,Law,2018,7,Publisher
@IoannaTourkocho,@Elgar_Law,1,https://www.altmetric.com/details/46732994,Law,2018,7,Publisher
@BenBooth157,@BenBooth157,1,https://www.altmetric.com/details/12719939,Law,2016,4,Publisher
@Elgar_Law,@BenBooth157,1,https://www.altmetric.com/details/12719939,Law,2016,4,Publisher
@HusaJaakko,@BenBooth157,1,https://www.altmetric.com/details/12719939,Law,2016,4,Publisher
@etugdar,@palmacpolitics,1,https://www.altmetric.com/details/23991532,Law,2018,3,Publisher
@tmmboyalid,@palmacpolitics,1,https://www.altmetric.com/details/23991532,Law,2018,3,Publisher
@Elgar_Law,@ElgarPublishing,1,https://www.altmetric.com/details/12708699,Law,2015,5,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12708699,Law,2015,5,Publisher
@Elgar_Economics,@ElgarPublishing,1,https://www.altmetric.com/details/12708699,Law,2015,5,Publisher
@GDomenechP,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@ArtLFoundation,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@ART_ALB,@Elgar_Law,2,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@ytosheva,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@scheggia26,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@BenBooth157,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@DrSDrake,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@nclliblaw,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@Elgar_Law,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@ArtMarketStuds,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@ArtADRGlobal,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@NesrinAkinSunay,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@ElgarPublishing,@Elgar_Law,1,https://www.altmetric.com/details/12609949,Law,2016,16,Publisher
@GustArballo,@jcianciardo,1,https://www.altmetric.com/details/12390400,Law,2016,8,Publisher
@derecho_unav,@jcianciardo,1,https://www.altmetric.com/details/12390400,Law,2016,8,Publisher
@AGameofPwns,@SpringerEthics,1,https://www.altmetric.com/details/12390400,Law,2016,8,Publisher
@maratpar,@jcianciardo,1,https://www.altmetric.com/details/12390400,Law,2016,8,Publisher
@BenBooth157,@Elgar_Law,2,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@ProfBainbridge,@Elgar_Law,2,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@GentianZyberi,@Elgar_Law,1,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@Elgar_Law,@Elgar_Law,2,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@EnmanuelCedenoB,@Elgar_Law,1,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@leandro_aragao,@Elgar_Law,1,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@ElgarPublishing,@Elgar_Law,2,https://www.altmetric.com/details/12603169,Law,2016,15,Publisher
@Malley1979,@micagbdav,1,https://www.altmetric.com/details/49575541,Law,2017,6,Publisher
@richardmholland,@micagbdav,1,https://www.altmetric.com/details/49575541,Law,2017,6,Publisher
@SpringerPhil,@SpringerEthics,1,https://www.altmetric.com/details/10964795,Law,2016,2,Publisher
@NengyeLiu,@Elgar_Law,1,https://www.altmetric.com/details/7167381,Law,2015,45,Publisher
@TimmyC62,@Elgar_Law,1,https://www.altmetric.com/details/7167381,Law,2015,45,Publisher
@Elgar_Law,@Elgar_Environ,2,https://www.altmetric.com/details/7167381,Law,2015,45,Publisher
@emh1604,@Elgar_Environ,1,https://www.altmetric.com/details/7167381,Law,2015,45,Publisher
@annamariahubert,@Elgar_Law,1,https://www.altmetric.com/details/7167381,Law,2015,45,Publisher
@Richard_Caddell,@Elgar_Law,1,https://www.altmetric.com/details/7167381,Law,2015,45,Publisher
